DJ,#genre#
2021爆红《6首女生版伤感DJ》HD,https://vdse.bdstatic.com//2e77709380ad7e6163e80c4d5c179689.mp4
2021爆红伤感DJ情歌,https://vdse.bdstatic.com//92fae64ee11e2684faa61924be62c8ef.mp4
2021酒吧夜店经典中文车载劲爆DJ舞曲大串烧FHD,https://vdse.bdstatic.com//f222c3fafbcc09db6f39991e5c982450.mp4
2022伤感DJ串烧dj,https://vd2.bdstatic.com/mda-ncm68fx91zybkka3/cae_h264_delogo/1647925011440022023/mda-ncm68fx91zybkka3.mp4
2022几首DJ串烧,https://vd3.bdstatic.com/mda-nck3tqzgjvj076vc/sc/cae_h264_delogo/1647833645083560959/mda-nck3tqzgjvj076vc.mp4
21年DJ爆红网络洗脑神曲,https://vdse.bdstatic.com//bf4bb1d82b2eb17681c49e745dc2da21.mp4
4K高清DJ夜店舞曲胡蜜丹,https://vd2.bdstatic.com/mda-kjpvz81f3fsb0m4v/sc/mda-kjpvz81f3fsb0m4v.mp4
4K高清串烧精选10首《 没有你我好难过》DJ何鹏2021版,https://vdse.bdstatic.com//8be71017c867d2f44fad68153ebce9e8.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-12T08%3A58%3A00Z%2F-1%2Fhost%2F6559a9046c216914b4969a6afdb0eeed11b8953074970dcb32a86493508234ee
4K高清夜店经典DJ舞曲,https://vd4.bdstatic.com/mda-me42p2149u3w00xa/720p/h264/1620179745210912217/mda-me42p2149u3w00xa.mp4
4K高清车载夜店DJ舞曲张韶涵,https://vd3.bdstatic.com/mda-kife2iqvj58uu623/sc/mda-kife2iqvj58uu623.mp4
4k外码DJ抖音热歌串烧,https://vdse.bdstatic.com//8258cbe0dfd6738613fe9efd33a7a83f.mp4
5首伤感DJ,https://vd2.bdstatic.com/mda-nd5cr584424xr57c/sc/cae_h264_delogo/1649238205192327499/mda-nd5cr584424xr57c.mp4
5首伤感情歌DJ,https://vdse.bdstatic.com//a34f76474b9bdfca8c487761861fb603.mp4
5首劲爆dj,https://vd2.bdstatic.com/mda-mm69dxgtcqg28j9j/sc/cae_h264/1638860024910192032/mda-mm69dxgtcqg28j9j.mp4
6首DJ情歌,https://vdse.bdstatic.com//e0ad4d203cd7d7ffa943544c8d2ddbd3.mp4
6首DJ情歌,https://vdse.bdstatic.com//e0ad4d203cd7d7ffa943544c8d2ddbd3.mp4#
6首DJ歌曲,https://vd3.bdstatic.com/mda-nd58yc4sjrakii4r/sc/cae_h264_delogo/1649230374417253340/mda-nd58yc4sjrakii4r.mp4
7 DJ舞曲,https://vd2.bdstatic.com/mda-nch73gktvfmgdrbd/sc/cae_h264_delogo/1647644537085447432/mda-nch73gktvfmgdrbd.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1648813542-0-0-4a2d27d50015d19f3ed5cf5fbc261f79&bcevod_channel=searchbox_feed&pd=1&vt=1&cd=0&watermark=0&did=ced9e69a4f6154e91be590c1d5a488ab&logid=0942439256&vid=4192073541598205553&pt=0&appver=7.2.1.10&model=T7-5G10&osver=9&cr=2&abtest=peav_g52&sle=1&sl=1420&split=1235330&dt=1&nt=0&pe=0&prerender=0&kpdl=1&h265_m=-1&klogid=c770aa16cadb579d&kapid=1&psp=1&psk=1028&pif=0_0_0_0&qtfc=65535&qtut=0&stg=none
7姨+妖姬-新疆大电DJ,http://em.21dtv.com/songs/60167594.mkv
7首车载DJ情歌,https://vd4.bdstatic.com/mda-nd79nt67wda0rz2m/hd/cae_h264_delogo/1649401825584808774/mda-nd79nt67wda0rz2m.mp4
98k+承利-体面DJ,http://em.21dtv.com/songs/60164026.mkv
9首DJ舞曲,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
Afrojack+Matthew Koma-Keep Our Love Alive[DJ],http://em.21dtv.com/songs/60122331.mkv
Alvaro-Welcome To the Jungle[DJ],http://em.21dtv.com/songs/60122334.mkv
BACKSTREET BOYS-hey mr dj,http://em.21dtv.com/songs/60002248.mkv
Bueno Clinic-Sex Appeal[DJ],http://em.21dtv.com/songs/60122352.mkv
DEAN+DJ Friz+Heize-And July,http://em.21dtv.com/songs/60129910.mkv
DJ  无情书,https://vd3.bdstatic.com/mda-kkikg9rzshuhcxwy/v1-cae/sc/mda-kkikg9rzshuhcxwy.mp4
DJ  爱难求 ,https://vd4.bdstatic.com/mda-mk99haw9m5kp6p5s/default/h264/1636526565199080954/mda-mk99haw9m5kp6p5s.mp4
DJ ANTOINE+TOM DICE-sunlight,http://em.21dtv.com/songs/60073958.mkv
DJ BOBO+MIKE CANDYS-TAKE CONTROL,http://em.21dtv.com/songs/60144494.mkv
DJ Black仔哥+黄诗玲-蝶恋花,http://em.21dtv.com/songs/60098988.mkv
DJ Black仔哥-推手,http://em.21dtv.com/songs/60098985.mkv
DJ Black仔哥-浮生如梦,http://em.21dtv.com/songs/60098986.mkv
DJ Black仔哥-追逐,http://em.21dtv.com/songs/60098987.mkv
DJ CANDY+庄心妍-以后的以后,http://em.21dtv.com/songs/60144495.mkv
DJ CANDY+秋风-眼泪为谁流,http://em.21dtv.com/songs/60144496.mkv
DJ CANDY+艺涛-夜色,http://em.21dtv.com/songs/60144497.mkv
DJ Candy+刘明湘-漂洋过海来看你(Mix),http://em.21dtv.com/songs/50000237.mkv
DJ Candy+刘明湘-漂洋过海来看你,http://em.21dtv.com/songs/60153752.mkv
DJ Cassidy+R. Kelly-Make The World Go Round,http://em.21dtv.com/songs/60101753.mkv
DJ Chotto+齐柒柒-夜光(Remix DJ版),http://em.21dtv.com/songs/50000238.mkv
DJ Chotto+齐柒柒-夜光,http://em.21dtv.com/songs/60153753.mkv
DJ FRESH+RAVAUGHN-the feeling,http://em.21dtv.com/songs/60074005.mkv
DJ FRESH+RITA ORA-hot right now,http://em.21dtv.com/songs/60066650.mkv
DJ FRESH-louder,http://em.21dtv.com/songs/60063665.mkv
DJ Fresh+Jay Fay+Ms Dynamite-Dibby Dibby Sound,http://em.21dtv.com/songs/60109087.mkv
DJ Juice+Hanhae+Loco-Higher,http://em.21dtv.com/songs/60129913.mkv
DJ KEN-醉美诗语,http://em.21dtv.com/songs/60132068.mkv
DJ KHALED+JAY Z+FUTURE-I GOT THE KEYS,http://em.21dtv.com/songs/60129914.mkv
DJ KHALED-heartbreaker,http://em.21dtv.com/songs/60063617.mkv
DJ KHALED-im on one,http://em.21dtv.com/songs/60062007.mkv
DJ KHALED-im so hood,http://em.21dtv.com/songs/60002877.mkv
DJ KHALED-wonderful,http://em.21dtv.com/songs/60062008.mkv
DJ Khaled+Justin Bieber-I'm The One,http://em.21dtv.com/songs/60137129.mkv
DJ Khaled+Sizzla-I'm so Grateful,http://em.21dtv.com/songs/60138370.mkv
DJ MILLER-between sundays,http://em.21dtv.com/songs/60065549.mkv
DJ MR.AN-社会摇1,http://em.21dtv.com/songs/60144498.mkv
DJ MR.AN-社会摇2,http://em.21dtv.com/songs/60144501.mkv
DJ MR.AN-社会摇3,http://em.21dtv.com/songs/60144500.mkv
DJ MR.AN-社会摇5,http://em.21dtv.com/songs/60144502.mkv
DJ MR.AN-社会摇7,http://em.21dtv.com/songs/60144499.mkv
DJ Mark&许茹芸-独角戏(DJ版Remix),http://em.21dtv.com/songs/50000239.mkv
DJ Mark+许茹芸-独角戏,http://em.21dtv.com/songs/60153754.mkv
DJ Mr.An-社会摇 第一季,http://em.21dtv.com/songs/50000240.mkv
DJ Mr.An-社会摇 第一季,http://em.21dtv.com/songs/60153755.mkv
DJ Mr.An-社会摇 第二季,http://em.21dtv.com/songs/50000241.mkv
DJ Mr.An-社会摇 第二季,http://em.21dtv.com/songs/60153756.mkv
DJ Mr.An-社会摇 第五季,http://em.21dtv.com/songs/50000242.mkv
DJ Mr.An-社会摇 第五季,http://em.21dtv.com/songs/60153757.mkv
DJ Mr.An-社会摇 第十季,http://em.21dtv.com/songs/50000243.mkv
DJ Mr.An-社会摇 第十季,http://em.21dtv.com/songs/60153758.mkv
DJ Mr.An-社会摇 第四季,http://em.21dtv.com/songs/50000244.mkv
DJ Mr.An-社会摇 第四季,http://em.21dtv.com/songs/60153759.mkv
DJ OKAWARI-LUV LETTER,http://em.21dtv.com/songs/60144503.mkv
DJ SNAKE+GEORGE MAPLE-TALK,http://em.21dtv.com/songs/60129917.mkv
DJ Smash+Polina Gagarina+Егор Крид-The Team 2018,http://em.21dtv.com/songs/60156735.mkv
DJ Snake+Jeremih+Young Thug+Swizz Beatz-The Half,http://em.21dtv.com/songs/60131053.mkv
DJ Snake+Justin Bieber-Let Me Love You,http://em.21dtv.com/songs/60129918.mkv
DJ Snake+Lil Jon-Turn Down For What,http://em.21dtv.com/songs/60122366.mkv
DJ Snake+Major Lazer+M-Lean On,http://em.21dtv.com/songs/60123460.mkv
DJ Snake+Selena Gomez+Cardi B+Ozuna-Taki Taki,http://em.21dtv.com/songs/60164814.mkv
DJ Snake+Selena Gomez+Ozuna+Cardi B-Taki Taki,http://em.21dtv.com/songs/60165090.mkv
DJ 天后 ,https://vd3.bdstatic.com/mda-kk5f22n13qna8edp/v1-cae/sc/mda-kk5f22n13qna8edp.mp4
DJ 最美不过你的微笑,https://vd4.bdstatic.com/mda-mhs2qjdmkjz2rb7g/sc/cae_h264/1630029534870787600/mda-mhs2qjdmkjz2rb7g.mp4
DJ 最美不过你的微笑,https://vd4.bdstatic.com/mda-mhs2qjdmkjz2rb7g/sc/cae_h264/1630029534870787600/mda-mhs2qjdmkjz2rb7g.mp4#
DJ 流浪兄弟,https://vd2.bdstatic.com/mda-mhrdtax1km0idkc5/1080p/cae_h264/1629972852606533219/mda-mhrdtax1km0idkc5.mp4
DJ 流浪兄弟,https://vd2.bdstatic.com/mda-mhrdtax1km0idkc5/1080p/cae_h264/1629972852606533219/mda-mhrdtax1km0idkc5.mp4#
DJ 车载音乐,https://vd3.bdstatic.com/mda-mjtm31vvhj027na9/720p/h264/1635433115826085505/mda-mjtm31vvhj027na9.mp4
DJ-2002年第一场雪DJ,http://em.21dtv.com/songs/30000653.mkv
DJ-A8时尚慢摇,http://em.21dtv.com/songs/30000680.mkv
DJ-Cake Face[DJ],http://em.21dtv.com/songs/60122367.mkv
DJ-DJ双龙中文21,http://em.21dtv.com/songs/30000681.mkv
DJ-DJ我最狂,http://em.21dtv.com/songs/30000678.mkv
DJ-M5迪士高,http://em.21dtv.com/songs/60153825.mkv
DJ-M6迪士高,http://em.21dtv.com/songs/60153826.mkv
DJ-Salta,http://em.21dtv.com/songs/60167429.mkv
DJ-SuperWave[DJ],http://em.21dtv.com/songs/60122368.mkv
DJ-TDK风暴,http://em.21dtv.com/songs/60153827.mkv
DJ-TDK风暴加,http://em.21dtv.com/songs/60153828.mkv
DJ-Tremor,http://em.21dtv.com/songs/60124860.mkv
DJ-V6(现场),http://em.21dtv.com/songs/30000679.mkv
DJ-Walking In The Sun[DJ],http://em.21dtv.com/songs/60115575.mkv
DJ-X8[DJ],http://em.21dtv.com/songs/60112427.mkv
DJ-Ye Ye Ye[DJ],http://em.21dtv.com/songs/60122369.mkv
DJ-不变的音乐,http://em.21dtv.com/songs/30000642.mkv
DJ-不是因为寂寞才想你DJ,http://em.21dtv.com/songs/30000677.mkv
DJ-不要再来伤害我,http://em.21dtv.com/songs/30000688.mkv
DJ-不要在我寂寞的时候,http://em.21dtv.com/songs/30000689.mkv
DJ-不顾一切去爱你低音嗨曲<串烧>,http://em.21dtv.com/songs/60149105.mkv
DJ-中文DJHI曲,http://em.21dtv.com/songs/30000609.mkv
DJ-中文伤感情歌劲嗨混音串烧,http://em.21dtv.com/songs/60146964.mkv
DJ-举起手来[DJ],http://em.21dtv.com/songs/60111598.mkv
DJ-亲亲老婆+咱们结婚吧<串烧>,http://em.21dtv.com/songs/60149102.mkv
DJ-亲爱的你还爱我吗,http://em.21dtv.com/songs/30000627.mkv
DJ-伤心胶囊,http://em.21dtv.com/songs/30000610.mkv
DJ-伤感男人中文重低音迪曲<串烧>,http://em.21dtv.com/songs/60149123.mkv
DJ-你的选择dj易欣,http://em.21dtv.com/songs/30000635.mkv
DJ-保时捷卡宴,http://em.21dtv.com/songs/60166730.mkv
DJ-全中文DJ加快舞曲<串烧>,http://em.21dtv.com/songs/60149126.mkv
DJ-全新中文嗨歌串烧混音大碟,http://em.21dtv.com/songs/60146948.mkv
DJ-全新社会摇中文<串烧>,http://em.21dtv.com/songs/60149121.mkv
DJ-全球夜猫的士高1,http://em.21dtv.com/songs/30000659.mkv
DJ-全球夜猫的士高10,http://em.21dtv.com/songs/30000668.mkv
DJ-全球夜猫的士高11,http://em.21dtv.com/songs/30000669.mkv
DJ-全球夜猫的士高12,http://em.21dtv.com/songs/30000670.mkv
DJ-全球夜猫的士高13,http://em.21dtv.com/songs/30000671.mkv
DJ-全球夜猫的士高14,http://em.21dtv.com/songs/30000672.mkv
DJ-全球夜猫的士高15,http://em.21dtv.com/songs/30000673.mkv
DJ-全球夜猫的士高2,http://em.21dtv.com/songs/30000660.mkv
DJ-全球夜猫的士高3,http://em.21dtv.com/songs/30000661.mkv
DJ-全球夜猫的士高4,http://em.21dtv.com/songs/30000662.mkv
DJ-全球夜猫的士高5,http://em.21dtv.com/songs/30000663.mkv
DJ-全球夜猫的士高6,http://em.21dtv.com/songs/30000664.mkv
DJ-全球夜猫的士高7,http://em.21dtv.com/songs/30000665.mkv
DJ-全球夜猫的士高8,http://em.21dtv.com/songs/30000666.mkv
DJ-全球夜猫的士高9,http://em.21dtv.com/songs/30000667.mkv
DJ-全球夜猫迪吧,http://em.21dtv.com/songs/30000650.mkv
DJ-全英文超高音质COME SUN ME<串烧>,http://em.21dtv.com/songs/60149122.mkv
DJ-冰河时代,http://em.21dtv.com/songs/30000651.mkv
DJ-冰河时代,http://em.21dtv.com/songs/30000687.mkv
DJ-冰河时代II,http://em.21dtv.com/songs/30000641.mkv
DJ-冰河时代Ⅲ,http://em.21dtv.com/songs/30000644.mkv
DJ-冰河时代（中文版）,http://em.21dtv.com/songs/30000686.mkv
DJ-冲动的惩罚DJ,http://em.21dtv.com/songs/30000655.mkv
DJ-凉凉的情人节<串烧>,http://em.21dtv.com/songs/60149116.mkv
DJ-凉风有信,http://em.21dtv.com/songs/30000634.mkv
DJ-凤舞九天,http://em.21dtv.com/songs/30000631.mkv
DJ-创造奇迹主宰未来中文CLUB串烧,http://em.21dtv.com/songs/60146978.mkv
DJ-劲爆HOUSE SET重低音越鼓快摇<串烧>,http://em.21dtv.com/songs/60149113.mkv
DJ-劲爆摇滚欧美舞曲绝美萨克斯电音串烧,http://em.21dtv.com/songs/60119127.mkv
DJ-劲爆电音跳舞DJ现场<串烧>,http://em.21dtv.com/songs/60149131.mkv
DJ-劲爽中文极品DJ嗨曲<串烧>,http://em.21dtv.com/songs/60149114.mkv
DJ-劲速中外文棒棒棒电音嗨曲,http://em.21dtv.com/songs/60119128.mkv
DJ-劲速极品欧美电音高端超嗨舞曲,http://em.21dtv.com/songs/60123461.mkv
DJ-勇敢勇敢+透过你的双眼,http://em.21dtv.com/songs/60146969.mkv
DJ-吹喇叭,http://em.21dtv.com/songs/30000696.mkv
DJ-周末继续嗨劲爆电音<串烧>,http://em.21dtv.com/songs/60149138.mkv
DJ-哈雷现场,http://em.21dtv.com/songs/60153830.mkv
DJ-哎呦哎呦对不起,http://em.21dtv.com/songs/30000683.mkv
DJ-唐会32[DJ],http://em.21dtv.com/songs/60103768.mkv
DJ-唐会32（DJ）,http://em.21dtv.com/songs/60164543.mkv
DJ-啦啦爱动感慢摇嗨碟<串烧>,http://em.21dtv.com/songs/60149128.mkv
DJ-喝醉以后一起嗨<串烧>,http://em.21dtv.com/songs/60149109.mkv
DJ-嘟啊嘟,http://em.21dtv.com/songs/30000639.mkv
DJ-噢姑娘,http://em.21dtv.com/songs/30000623.mkv
DJ-回声DJ,http://em.21dtv.com/songs/30000652.mkv
DJ-回心转意DJ,http://em.21dtv.com/songs/30000656.mkv
DJ-地狱之门DISCO,http://em.21dtv.com/songs/30000646.mkv
DJ-城市炸弹,http://em.21dtv.com/songs/30000694.mkv
DJ-城市炸弹,http://em.21dtv.com/songs/30000695.mkv
DJ-外文动感年轻人必备潮锯电音舞曲,http://em.21dtv.com/songs/60119129.mkv
DJ-天上人间,http://em.21dtv.com/songs/60118252.mkv
DJ-宝摇,http://em.21dtv.com/songs/60153831.mkv
DJ-寂寞的情人节,http://em.21dtv.com/songs/30000626.mkv
DJ-尼可[非版],http://em.21dtv.com/songs/30000611.mkv
DJ-席卷风暴音声中文系列串烧,http://em.21dtv.com/songs/60146947.mkv
DJ-弄你DISCO,http://em.21dtv.com/songs/30000649.mkv
DJ-弄你迪高DJ,http://em.21dtv.com/songs/30000658.mkv
DJ-快渴死的鱼,http://em.21dtv.com/songs/30000625.mkv
DJ-急速英文经典的士高<串烧>,http://em.21dtv.com/songs/60149111.mkv
DJ-情人[的],http://em.21dtv.com/songs/30000621.mkv
DJ-我们不一样超嗨电音<串烧>,http://em.21dtv.com/songs/60149112.mkv
DJ-我就是大哥劲爆中文慢摇<串烧>,http://em.21dtv.com/songs/60149129.mkv
DJ-我是屌丝,http://em.21dtv.com/songs/60146949.mkv
DJ-我的心一路向北,http://em.21dtv.com/songs/60128674.mkv
DJ-挑战脉搏[非版],http://em.21dtv.com/songs/30000615.mkv
DJ-挥不去的影子,http://em.21dtv.com/songs/30000624.mkv
DJ-摇摆社会摇跳舞节奏电音<串烧>,http://em.21dtv.com/songs/60149130.mkv
DJ-最幸福的人,http://em.21dtv.com/songs/60129919.mkv
DJ-最爱怡红院[泳装],http://em.21dtv.com/songs/30000612.mkv
DJ-极品旋律说唱HOUSE<串烧>,http://em.21dtv.com/songs/60149110.mkv
DJ-棒棒棒,http://em.21dtv.com/songs/60114330.mkv
DJ-欧美夜店酒吧英文劲爆电音慢摇舞曲,http://em.21dtv.com/songs/60123462.mkv
DJ-沸点电音,http://em.21dtv.com/songs/60153832.mkv
DJ-泼不息的高温烈火[非版],http://em.21dtv.com/songs/30000614.mkv
DJ-流行旋律中文DISCO加快节奏跳舞大碟,http://em.21dtv.com/songs/60146995.mkv
DJ-渴死的鱼DJ,http://em.21dtv.com/songs/30000645.mkv
DJ-激情炫舞全英文电音HOUSE<串烧>,http://em.21dtv.com/songs/60149117.mkv
DJ-炫,http://em.21dtv.com/songs/30000613.mkv
DJ-热播中文DJ<串烧>,http://em.21dtv.com/songs/60149104.mkv
DJ-热播全中文DJ<串烧>,http://em.21dtv.com/songs/60149133.mkv
DJ-热播女声情感中文重低音<串烧>,http://em.21dtv.com/songs/60149119.mkv
DJ-热播超嗨HOUSE舞曲<串烧>,http://em.21dtv.com/songs/60149132.mkv
DJ-爱上这样的女人DJ,http://em.21dtv.com/songs/30000654.mkv
DJ-爱你爱的死心塌地,http://em.21dtv.com/songs/30000684.mkv
DJ-爱情天堂<串烧>,http://em.21dtv.com/songs/60149090.mkv
DJ-爱情小偷,http://em.21dtv.com/songs/30000685.mkv
DJ-猫咪宝贝,http://em.21dtv.com/songs/60153833.mkv
DJ-王中王,http://em.21dtv.com/songs/60153834.mkv
DJ-现场四,http://em.21dtv.com/songs/60153824.mkv
DJ-现场四,http://em.21dtv.com/songs/60153829.mkv
DJ-电音嗨曲顶级旋律<串烧>,http://em.21dtv.com/songs/60149108.mkv
DJ-男人再累也要奋斗,http://em.21dtv.com/songs/60146950.mkv
DJ-疯狂列车之2005串烧,http://em.21dtv.com/songs/30000637.mkv
DJ-痛快SHEDJ,http://em.21dtv.com/songs/30000674.mkv
DJ-社会摇[DJ],http://em.21dtv.com/songs/60107404.mkv
DJ-社会摇旋律开场HOUSE<串烧>,http://em.21dtv.com/songs/60149124.mkv
DJ-社会摇至伤感劲爆中文<串烧>,http://em.21dtv.com/songs/60149125.mkv
DJ-童话里的冰吻激情中文CLUB<串烧>,http://em.21dtv.com/songs/60149127.mkv
DJ-粉红色的回忆+电音之王+套马杆+江南style,http://em.21dtv.com/songs/60155916.mkv
DJ-绅士电这开场我就爱上英文电音,http://em.21dtv.com/songs/60119130.mkv
DJ-经典中文加快DJ<串烧>,http://em.21dtv.com/songs/60149115.mkv
DJ-经典老歌慢摇CLUB<串烧>,http://em.21dtv.com/songs/60149136.mkv
DJ-老鼠爱大米DJ,http://em.21dtv.com/songs/30000657.mkv
DJ-至嗨中文劲爆跳舞快摇<串烧>,http://em.21dtv.com/songs/60149120.mkv
DJ-舞林至尊,http://em.21dtv.com/songs/30000648.mkv
DJ-花都,http://em.21dtv.com/songs/60153860.mkv
DJ-蜡笔小新,http://em.21dtv.com/songs/30000630.mkv
DJ-超劲爆电音DJ<串烧>,http://em.21dtv.com/songs/60149107.mkv
DJ-超嗨电音HOUSE劲爆英文<串烧>,http://em.21dtv.com/songs/60149106.mkv
DJ-超嗨轰炸全英文CLUB慢摇,http://em.21dtv.com/songs/30000690.mkv
DJ-超级慢嗨,http://em.21dtv.com/songs/30000691.mkv
DJ-超速_世界上最伤心的人,http://em.21dtv.com/songs/30000692.mkv
DJ-超速快串,http://em.21dtv.com/songs/30000693.mkv
DJ-踏啦啦,http://em.21dtv.com/songs/30000638.mkv
DJ-输的我是赢的不是你,http://em.21dtv.com/songs/30000629.mkv
DJ-迷上夜店潮牌电音<串烧>,http://em.21dtv.com/songs/60149118.mkv
DJ-迷人酒吧,http://em.21dtv.com/songs/60168434.mkv
DJ-重低音慢摇,http://em.21dtv.com/songs/60146983.mkv
DJ-重低音气氛HOUSE劲爆英文<串烧>,http://em.21dtv.com/songs/60149137.mkv
DJ-重低音热恋男女情歌对唱<串烧>,http://em.21dtv.com/songs/60149103.mkv
DJ-野人,http://em.21dtv.com/songs/60153861.mkv
DJ-阿凡提,http://em.21dtv.com/songs/30000682.mkv
DJ-零点嗨翻全场摇头打碟<串烧>,http://em.21dtv.com/songs/60149134.mkv
DJ-韩毒,http://em.21dtv.com/songs/60146933.mkv
DJ-龙王DISCO,http://em.21dtv.com/songs/30000647.mkv
DJ.DOC-run to you,http://em.21dtv.com/songs/60004756.mkv
DJ10首老歌,https://vd3.bdstatic.com/mda-ka6r4qi3e0s5isqm/sc/mda-ka6r4qi3e0s5isqm.mp4
DJ13首《经典老歌》,https://vd4.bdstatic.com/mda-igbpw1bm4vdxitj0/logo/sc/mda-igbpw1bm4vdxitj0.mp4
DJ4首吸烟的女人 ,https://vd2.bdstatic.com/mda-mg7zcjiauy83ehmz/sc/cae_h264/1625790109974824055/mda-mg7zcjiauy83ehmz.mp4
DJCOHENY-月亮传奇+爱美无罪,http://em.21dtv.com/songs/60146951.mkv
DJCandy+梁剑东-雀王,http://em.21dtv.com/songs/60119131.mkv
DJCandy+王语心+祁隆-Darling我爱你,http://em.21dtv.com/songs/60119132.mkv
DJFLIN-全外文经典嗨曲全新版本气氛串烧,http://em.21dtv.com/songs/60146970.mkv
DJMAXWELL-its ok,http://em.21dtv.com/songs/60003011.mkv
DJViper+海心-兄弟不容易(Remix),http://em.21dtv.com/songs/50000128.mkv
DJViper+海心-兄弟不容易,http://em.21dtv.com/songs/60153643.mkv
DJViper+王绎龙-摇摆哥(Mix),http://em.21dtv.com/songs/50000129.mkv
DJViper+王绎龙-摇摆哥,http://em.21dtv.com/songs/60153644.mkv
DJViper+王绎龙-电音之王(Mix),http://em.21dtv.com/songs/50000130.mkv
DJViper+王绎龙-电音之王,http://em.21dtv.com/songs/60153645.mkv
DJViper+胡杨林-火火爱(Mix),http://em.21dtv.com/songs/50000131.mkv
DJViper+胡杨林-火火爱,http://em.21dtv.com/songs/60153646.mkv
DJViper+龙梅子-爱就要爆灯(Mix),http://em.21dtv.com/songs/50000132.mkv
DJViper+龙梅子-爱就要爆灯,http://em.21dtv.com/songs/60153647.mkv
DJViper-两个人的回忆一个人过 (Mix),http://em.21dtv.com/songs/50000133.mkv
DJViper-两个人的回忆一个人过,http://em.21dtv.com/songs/60153648.mkv
DJViper-帝都(DJ版 Mix),http://em.21dtv.com/songs/50000134.mkv
DJViper-帝都,http://em.21dtv.com/songs/60153649.mkv
DJ《一个人挺好》,https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4
DJ《一个多情又无情的人》,https://vd2.bdstatic.com/mda-ncmehsk9eppqsm78/sc/cae_h264_delogo/1648092632169440803/mda-ncmehsk9eppqsm78.mp4
DJ《三月里的小雨》,https://vd2.bdstatic.com/mda-mgwegh0bzv4cy6cb/1080p/cae_h264/1627727251470197083/mda-mgwegh0bzv4cy6cb.mp4
DJ《信天游》,https://vd3.bdstatic.com/mda-nd5kjj9w1dkk13am/sc/cae_h264_delogo/1649256546383547912/mda-nd5kjj9w1dkk13am.mp4
DJ《原谅你的谎》,https://vd4.bdstatic.com/mda-mhacxx5vhr2we882/1080p/cae_h264/1628673933350116053/mda-mhacxx5vhr2we882.mp4
DJ《夜难眠》,https://vd3.bdstatic.com/mda-mh5hwg99vtp777bj/1080p/cae_h264/1628420576290088489/mda-mh5hwg99vtp777bj.mp4
